"","Local.authority","year","Universal.Credit","Child.Tax.Credit","affected_population","percent_impacted","children_in_care","children_in_care_1_under","children_in_care_1_4","children_in_care_5_9","children_in_care_10_15","children_in_care_16plus","started_under_1","started_1_to_4","started_5_to_9","started_10_to_15","started_over_16","Anypoint_child_rate","Referrals_rate","under_19_population","under_5_population"
"2363","WALTHAM FOREST",2021,730,"810",15359,10.026694446253,318,"17","50","28","122","101","21","18","10","55","35","578.5","683.4",65689,18937
"2364","WALTHAM FOREST",2022,1040,"770",18906,9.57368031312811,328,"9","51","32","107","129","12","20","15","53","49","709","851.4",65398,18906
"2365","WALTHAM FOREST",2023,1400,"700",22232,9.44584382871536,343,"11","47","43","102","140","16","26","26","43","65","811","805.5",65210,18913
"2366","WALTHAM FOREST",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"842.6","719.8",NA,NA
"2367","WANDSWORTH",2010,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","WANDSWORTH",2011,NA,NA,NA,NA,207,"13","36","32","91","35","19","18","17","34","12",NA,NA,58265,21761
"2369","WANDSWORTH",2012,NA,NA,NA,NA,217,"17","33","30","93","44","22","23","19","40","10",NA,NA,59572,22209
"2370","WANDSWORTH",2013,NA,NA,NA,NA,211,"14","26","35","80","56","20","13","18","31","16","491.1","276.5",60625,22557
"2371","WANDSWORTH",2014,NA,NA,NA,NA,207,"9","26","30","76","66","18","29","15","35","37","479.2","308.2",61473,22471
"2372","WANDSWORTH",2015,NA,NA,NA,NA,222,"12","23","31","82","74","14","19","23","53","43","557.3","391.6",61991,22106
"2373","WANDSWORTH",2016,NA,NA,NA,NA,247,"7","33","39","85","83","18","21","26","57","54","595.8","451",62562,21759
"2374","WANDSWORTH",2017,NA,NA,NA,NA,288,"16","28","44","105","95","22","19","25","56","67","752.2","611.9",63115,21290
"2375","WANDSWORTH",2018,0,"240",4524,5.30503978779841,309,"13","36","61","101","98","24","23","35","50","62","850.9","646",62933,20706
"2376","WANDSWORTH",2019,50,"490",8676,6.22406639004149,309,"12","24","52","106","115","18","22","20","59","74","744.3","739.9",63280,20288
"2377","WANDSWORTH",2020,270,"560",12228,6.7877003598299,277,"7","15","50","104","101","11","17","27","48","50","687.2","620.9",62924,19527
"2378","WANDSWORTH",2021,530,"560",15159,7.19044791872815,253,"19","13","39","86","96","22","13","14","23","42","623.5","498.6",62043,18645
"2379","WANDSWORTH",2022,760,"550",18301,7.15807879350855,243,"13","19","38","95","78","18","8","18","29","37","557.5","355.8",61635,18301
"2380","WANDSWORTH",2023,1000,"510",21404,7.05475612035134,237,"8","28","29","89","83","c","13","c","20","45","591.3","408.8",61017,18228
"2381","WANDSWORTH",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466","314.2",NA,NA
"2382","WARRINGTON",2010,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","WARRINGTON",2011,NA,NA,NA,NA,246,"14","49","55","91","37","21","21","28","23","x",NA,NA,46591,12386
"2384","WARRINGTON",2012,NA,NA,NA,NA,236,"15","45","49","93","34","24","32","15","36","6",NA,NA,46648,12467
"2385","WARRINGTON",2013,NA,NA,NA,NA,227,"14","39","44","92","38","20","21","16","29","x","402.5","371.4",46746,12542
"2386","WARRINGTON",2014,NA,NA,NA,NA,232,"12","36","45","91","48","18","18","20","27","7","409","381.3",47020,12569
"2387","WARRINGTON",2015,NA,NA,NA,NA,300,"15","50","73","116","46","26","40","38","51","16","385.3","352",46948,12484
"2388","WARRINGTON",2016,NA,NA,NA,NA,346,"16","59","87","126","58","29","34","45","48","20","410","304.7",46873,12274
"2389","WARRINGTON",2017,NA,NA,NA,NA,381,"14","72","91","147","57","28","43","28","43","16","489.5","387",46867,11974
"2390","WARRINGTON",2018,0,"120",2192,5.47445255474453,401,"18","55","87","165","76","27","30","33","38","13","454.1","295.3",46423,11663
"2391","WARRINGTON",2019,50,"250",4273,7.02082845775802,385,"15","49","77","172","72","23","24","28","29","10","498","323.8",46117,11256
"2392","WARRINGTON",2020,190,"270",6359,7.233841799025,364,"19","44","61","166","74","28","26","19","28","12","502.5","380.4",45781,10921
"2393","WARRINGTON",2021,300,"250",8346,6.58998322549724,366,"13","53","66","155","79","22","14","17","31","16","532","438.6",45278,10538
"2394","WARRINGTON",2022,590,"240",10600,7.83018867924528,329,"10","46","52","143","78","14","14","12","36","23","570.9","460.8",45928,10600
"2395","WARRINGTON",2023,740,"190",12891,7.21433558296486,333,"14","36","52","136","95","22","15","12","38","29","595.4","414.3",46432,10542
"2396","WARRINGTON",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595.7","383",NA,NA
"2397","WARWICKSHIRE",2010,NA,NA,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","WARWICKSHIRE",2011,NA,NA,NA,NA,636,"26","112","100","249","149","52","57","30","94","57",NA,NA,118303,31364
"2399","WARWICKSHIRE",2012,NA,NA,NA,NA,681,"48","118","95","253","166","72","62","39","101","51",NA,NA,118335,31560
"2400","WARWICKSHIRE",2013,NA,NA,NA,NA,698,"34","132","130","257","145","51","80","57","83","38","654.5","583.2",118607,31597
"2401","WARWICKSHIRE",2014,NA,NA,NA,NA,690,"35","110","132","268","145","55","68","63","96","41","567.9","726.9",119273,31588
"2402","WARWICKSHIRE",2015,NA,NA,NA,NA,690,"39","86","130","271","164","60","60","51","92","53","675.1","529.2",119692,31618
"2403","WARWICKSHIRE",2016,NA,NA,NA,NA,764,"27","99","158","299","181","50","54","73","113","85","632.4","528.1",120053,31410
"2404","WARWICKSHIRE",2017,NA,NA,NA,NA,698,"38","73","127","263","197","60","39","39","63","50","536.9","996.6",120993,31301
"2405","WARWICKSHIRE",2018,6,"77.5",6001,1.39143476087319,717,"44","85","125","253","210","61","40","58","48","57","531.2","965.3",122051,31094
"2406","WARWICKSHIRE",2019,40,"147.5",12115,1.54766817994222,722,"33","119","131","265","174","47","64","56","86","50","520.6","462.5",123196,31165
"2407","WARWICKSHIRE",2020,160,"152.5",18197,1.71731604110568,755,"42","119","130","264","200","58","50","45","77","69","533.4","431.2",124263,31030
"2408","WARWICKSHIRE",2021,258,"134",24680,1.58833063209076,861,"34","145","161","313","208","54","65","55","108","77","515.5","468.6",125848,31068
"2409","WARWICKSHIRE",2022,294,"114",31676,1.28804141937113,821,"36","124","133","297","231","51","42","35","99","87","516.1","476.6",128969,31676
"2410","WARWICKSHIRE",2023,446,"96",39017,1.38913806802163,778,"23","105","134","274","242","36","35","33","80","84","492.4","439.5",132178,32117
"2411","WARWICKSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510.8","442.6",NA,NA
"2412","WEST BERKSHIRE",2010,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","WEST BERKSHIRE",2011,NA,NA,NA,NA,124,"7","23","21","40","33","11","10","x","16","8",NA,NA,37436,10098
"2414","WEST BERKSHIRE",2012,NA,NA,NA,NA,124,"9","15","27","47","26","12","x","10","30","8",NA,NA,37423,10161
"2415","WEST BERKSHIRE",2013,NA,NA,NA,NA,144,"8","23","27","52","34","10","11","6","23","x","465.3","294.8",37728,10014
"2416","WEST BERKSHIRE",2014,NA,NA,NA,NA,159,"7","19","31","70","32","11","15","13","27","15","451.5","347.7",37515,9763
"2417","WEST BERKSHIRE",2015,NA,NA,NA,NA,168,"7","20","30","69","42","11","15","17","24","13","467.7","353.6",37693,9631
"2418","WEST BERKSHIRE",2016,NA,NA,NA,NA,157,"x","16","26","61","52","8","8","8","15","14","529.2","382.2",37919,9457
"2419","WEST BERKSHIRE",2017,NA,NA,NA,NA,161,"6","16","32","69","38","14","14","15","16","15","529","459.4",37517,9044
"2420","WEST BERKSHIRE",2018,0,"90",1672,5.38277511961723,145,"c","c","24","66","38","11","13","12","19","13","483.6","425.4",37270,8819
"2421","WEST BERKSHIRE",2019,40,"180",3272,6.72371638141809,171,"10","10","23","63","65","15","c","c","23","25","569.3","478.5",36919,8616
"2422","WEST BERKSHIRE",2020,190,"180",4852,7.62572135201979,156,"7","12","18","65","54","10","8","8","18","15","620.9","471.7",36675,8419
"2423","WEST BERKSHIRE",2021,330,"170",6434,7.77121541809139,146,"c","c","20","61","47","6","11","9","13","9","523.5","416.7",36597,8200
"2424","WEST BERKSHIRE",2022,430,"130",8152,6.86947988223749,166,"10","16","28","62","50","14","12","9","16","25","643.4","575.2",36917,8152
"2425","WEST BERKSHIRE",2023,580,"110",9897,6.97180963928463,197,"7","36","34","61","59","10","21","16","18","35","812.6","613.8",37123,8084
"2426","WEST BERKSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"762.9","453.8",NA,NA
"2427","WEST NORTHAMPTONSHIRE",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88672,25044
"2428","WEST NORTHAMPTONSHIRE",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89521,25486
"2429","WEST NORTHAMPTONSHIRE",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90159,25383
"2430","WEST NORTHAMPTONSHIRE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90808,25301
"2431","WEST NORTHAMPTONSHIRE",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91979,25310
"2432","WEST NORTHAMPTONSHIRE",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93138,25277
"2433","WEST NORTHAMPTONSHIRE",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94594,25317
"2434","WEST NORTHAMPTONSHIRE",2018,20,"NaN",4840,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,95512,25160
"2435","WEST NORTHAMPTONSHIRE",2019,100,"NaN",9535,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,96294,24830
"2436","WEST NORTHAMPTONSHIRE",2020,580,"NaN",14263,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,96288,24389
"2437","WEST NORTHAMPTONSHIRE",2021,1000,"NaN",19001,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,96780,23959
"2438","WEST NORTHAMPTONSHIRE",2022,1310,"590",24197,7.85221308426664,659,"37","84","128","249","161","47","34","46","67","61","473","785.9",98237,24197
"2439","WEST NORTHAMPTONSHIRE",2023,1770,"520",29588,7.73962417196161,688,"33","88","116","250","201","43","29","26","79","81","485.7","555",99937,24344
"2440","WEST NORTHAMPTONSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"493","520.2",NA,NA
"2441","WEST SUSSEX",2010,NA,NA,NA,NA,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","WEST SUSSEX",2011,NA,NA,NA,NA,749,"49","119","130","272","179","64","58","53","100","56",NA,NA,173812,46670
"2443","WEST SUSSEX",2012,NA,NA,NA,NA,673,"38","112","97","261","165","58","52","50","81","48",NA,NA,175552,47536
"2444","WEST SUSSEX",2013,NA,NA,NA,NA,670,"38","107","95","255","175","51","76","53","112","61","441.4","442.8",176574,47542
"2445","WEST SUSSEX",2014,NA,NA,NA,NA,604,"34","74","74","236","186","59","58","31","92","66","476.1","394.8",177932,47528
"2446","WEST SUSSEX",2015,NA,NA,NA,NA,639,"40","72","92","250","185","60","57","51","123","73","396.5","410.6",179089,47308
"2447","WEST SUSSEX",2016,NA,NA,NA,NA,639,"28","77","82","269","183","53","64","55","123","85","345.9","480",180400,47055
"2448","WEST SUSSEX",2017,NA,NA,NA,NA,664,"42","72","97","259","194","67","70","54","104","82","425.9","511.5",181380,46440
"2449","WEST SUSSEX",2018,0,"84.2857142857143",8499,0.991713310809675,704,"43","83","109","265","204","71","55","77","105","70","556.6","580.9",182076,45879
"2450","WEST SUSSEX",2019,24.2857142857143,"174.285714285714",17107,1.16076125896667,705,"51","80","102","276","196","72","43","54","107","71","426.3","549.1",182531,45308
"2451","WEST SUSSEX",2020,147.142857142857,"172.857142857143",25773,1.24160943623172,806,"47","112","117","296","234","73","76","74","124","110","463.1","575.8",182644,44512
"2452","WEST SUSSEX",2021,248.571428571429,"155.714285714286",34897,1.15851137428924,891,"45","138","146","304","258","75","88","79","115","99","461.3","526.4",184003,44307
"2453","WEST SUSSEX",2022,322.857142857143,"141.428571428571",44545,1.04228468803617,861,"39","88","140","329","265","53","39","61","134","130","492.3","535.9",186931,44545
"2454","WEST SUSSEX",2023,438.571428571429,"120",53977,1.03483229629551,887,"49","93","131","366","248","63","53","53","127","102","479.5","541.2",188735,44378
"2455","WEST SUSSEX",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"503.3","443.1",NA,NA
"2456","WESTMINSTER",2010,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","WESTMINSTER",2011,NA,NA,NA,NA,209,"12","21","42","78","56","16","8","16","38","21",NA,NA,38107,12732
"2458","WESTMINSTER",2012,NA,NA,NA,NA,208,"11","26","42","75","54","14","21","9","27","27",NA,NA,38550,12761
"2459","WESTMINSTER",2013,NA,NA,NA,NA,188,"8","29","34","66","51","11","22","16","29","36","885.2","416.2",37980,12368
"2460","WESTMINSTER",2014,NA,NA,NA,NA,176,"7","17","29","65","58","10","8","8","26","38","950","429.4",37323,11551
"2461","WESTMINSTER",2015,NA,NA,NA,NA,179,"8","11","31","66","63","10","6","13","31","36","938.7","474.6",37171,11148
"2462","WESTMINSTER",2016,NA,NA,NA,NA,166,"12","8","19","69","58","16","x","x","25","36","966.5","473.7",36669,10650
"2463","WESTMINSTER",2017,NA,NA,NA,NA,182,"8","10","20","75","69","16","16","20","47","47","796","527.1",35915,10313
"2464","WESTMINSTER",2018,0,"150",2371,6.32644453816955,204,"11","8","20","74","91","13","7","8","35","98","851","495.8",35559,10215
"2465","WESTMINSTER",2019,30,"280",4330,7.15935334872979,210,"c","c","16","77","105","13","c","c","42","108","849.8","721.1",34883,9851
"2466","WESTMINSTER",2020,120,"320",5932,7.4173971679029,220,"c","c","14","77","120","c","c","12","52","71","604.8","615.2",33938,9397
"2467","WESTMINSTER",2021,260,"340",6953,8.62936861786279,166,"7","7","6","59","87","10","c","c","24","43","481.9","658.1",32907,8574
"2468","WESTMINSTER",2022,370,"330",8930,7.83874580067189,171,"7","11","12","54","87","10","8","17","36","52","584.2","628.9",32862,8930
"2469","WESTMINSTER",2023,490,"310",10658,7.50609870519797,182,"6","9","18","50","99","9","11","16","29","66","586.3","603",32331,9184
"2470","WESTMINSTER",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647.6","621.4",NA,NA
"2471","WESTMORLAND AND FURNESS",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462.9","355.6",NA,NA
"2472","WIGAN",2010,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","WIGAN",2011,NA,NA,NA,NA,467,"23","121","103","148","71","35","32","20","27","13",NA,NA,71946,19619
"2474","WIGAN",2012,NA,NA,NA,NA,479,"29","115","105","167","63","40","48","22","39","9",NA,NA,71449,19559
"2475","WIGAN",2013,NA,NA,NA,NA,508,"31","117","132","159","69","44","46","24","33","7","645.7","745.4",71158,19383
"2476","WIGAN",2014,NA,NA,NA,NA,497,"30","115","139","154","59","41","34","32","35","6","495.4","667",71217,19295
"2477","WIGAN",2015,NA,NA,NA,NA,506,"30","106","142","156","72","48","37","26","34","6","562.2","705.3",70826,18974
"2478","WIGAN",2016,NA,NA,NA,NA,483,"30","79","132","176","66","49","37","27","35","10","697.2","688.4",70648,18623
"2479","WIGAN",2017,NA,NA,NA,NA,446,"26","51","121","182","66","36","29","29","28","16","771.9","662",70774,18364
"2480","WIGAN",2018,0,"310",3546,8.74224478285392,479,"31","67","94","207","80","46","42","35","51","6","763.9","635.4",70807,18265
"2481","WIGAN",2019,190,"NaN",7011,NA,448,"19","50","86","214","79","32","29","32","37","21","614.5","522.9",71252,18142
"2482","WIGAN",2020,660,"590",10408,12.0099923136049,534,"28","71","100","249","86","35","50","43","58","22","793","819.9",71353,17864
"2483","WIGAN",2021,990,"520",13928,10.8414704192993,647,"26","112","126","272","111","38","63","54","71","21","809.4","748.9",71536,17651
"2484","WIGAN",2022,1320,"450",17939,9.86677072300574,614,"27","94","126","235","132","36","44","35","45","24","785.5","789.3",72832,17939
"2485","WIGAN",2023,1660,"380",22057,9.24876456453733,679,"38","109","138","246","148","53","49","42","57","41","825.6","748.7",74354,18167
"2486","WIGAN",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"724.8","530.7",NA,NA
"2487","WILTSHIRE",2010,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","WILTSHIRE",2011,NA,NA,NA,NA,384,"19","77","70","148","70","33","32","27","58","16",NA,NA,109679,28514
"2489","WILTSHIRE",2012,NA,NA,NA,NA,416,"22","83","79","160","72","37","33","39","62","8",NA,NA,109497,28581
"2490","WILTSHIRE",2013,NA,NA,NA,NA,446,"26","81","81","175","83","38","28","44","72","17","452.7","426.2",108793,28119
"2491","WILTSHIRE",2014,NA,NA,NA,NA,397,"21","51","78","168","79","47","39","36","45","10","460.3","426",109010,28170
"2492","WILTSHIRE",2015,NA,NA,NA,NA,404,"28","43","83","172","78","50","35","37","59","18","545.1","424.9",108950,27873
"2493","WILTSHIRE",2016,NA,NA,NA,NA,414,"19","44","78","183","90","38","34","27","56","16","559.5","417.6",109414,27663
"2494","WILTSHIRE",2017,NA,NA,NA,NA,441,"29","35","68","203","106","39","19","34","62","19","528.2","384",109761,27169
"2495","WILTSHIRE",2018,20,"280",4900,6.12244897959184,444,"36","34","72","191","111","49","24","30","31","22","470.5","360.6",109044,26667
"2496","WILTSHIRE",2019,160,"570",9883,7.3864211271881,459,"28","37","68","201","125","37","18","31","45","32","531","439.9",109041,26363
"2497","WILTSHIRE",2020,610,"600",14808,8.17125877903836,458,"26","44","67","199","122","40","32","34","43","21","466.3","373.4",108813,25807
"2498","WILTSHIRE",2021,1000,"550",19959,7.76592013627937,417,"15","40","63","188","111","30","24","28","35","14","409.5","294.5",108900,25357
"2499","WILTSHIRE",2022,1200,"460",25190,6.58991663358475,426,"21","39","64","186","116","37","22","26","35","27","414.7","331.5",109327,25190
"2500","WILTSHIRE",2023,1700,"400",30270,6.93756194251734,454,"26","51","63","195","119","39","28","24","49","28","401.1","304.2",109085,24751
"2501","WILTSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"407.2","318.3",NA,NA
"2502","WINDSOR AND MAIDENHEAD",2010,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","WINDSOR AND MAIDENHEAD",2011,NA,NA,NA,NA,104,"x","19","22","35","23","9","x","6","12","x",NA,NA,34340,9331
"2504","WINDSOR AND MAIDENHEAD",2012,NA,NA,NA,NA,97,"x","15","19","35","25","6","6","7","22","6",NA,NA,34706,9459
"2505","WINDSOR AND MAIDENHEAD",2013,NA,NA,NA,NA,106,"6","16","24","42","18","6","10","12","25","x","407.9","305.8",34746,9303
"2506","WINDSOR AND MAIDENHEAD",2014,NA,NA,NA,NA,107,"x","19","19","43","22","7","11","7","14","10","404.2","316.3",34990,9255
"2507","WINDSOR AND MAIDENHEAD",2015,NA,NA,NA,NA,99,"x","x","19","41","26","x","x","8","11","10","440.1","314.8",35346,8964
"2508","WINDSOR AND MAIDENHEAD",2016,NA,NA,NA,NA,89,"7","x","11","41","25","8","x","x","8","10","414","331.4",36041,8983
"2509","WINDSOR AND MAIDENHEAD",2017,NA,NA,NA,NA,109,"x","x","16","42","36","x","x","10","18","14","419.5","290.2",35906,8666
"2510","WINDSOR AND MAIDENHEAD",2018,0,"70",1608,4.35323383084577,107,"c","c","16","45","33","c","c","9","18","11","381.9","311.2",35952,8472
"2511","WINDSOR AND MAIDENHEAD",2019,20,"160",3219,5.59179869524697,124,"c","c","15","52","42","7","8","10","27","13","399.3","332",36115,8411
"2512","WINDSOR AND MAIDENHEAD",2020,110,"160",4738,5.69860700717602,116,"6","11","17","47","35","9","10","9","17","7","412.3","395.6",35985,8158
"2513","WINDSOR AND MAIDENHEAD",2021,210,"140",6273,5.57946755938148,130,"8","17","21","52","32","9","8","7","20","7","581.5","434.5",35737,7956
"2514","WINDSOR AND MAIDENHEAD",2022,280,"130",7984,5.13527054108216,126,"c","c","23","42","44","c","c","13","12","10","470.2","516",36081,7984
"2515","WINDSOR AND MAIDENHEAD",2023,340,"110",9690,4.64396284829721,151,"7","11","25","50","58","9","9","15","25","40","702.1","577.2",36253,7937
"2516","WINDSOR AND MAIDENHEAD",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"549.9","528.9",NA,NA
"2517","WIRRAL",2010,NA,NA,NA,NA,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","WIRRAL",2011,NA,NA,NA,NA,681,"25","126","177","236","117","39","56","54","50","8",NA,NA,71656,18543
"2519","WIRRAL",2012,NA,NA,NA,NA,673,"30","125","169","246","103","43","48","38","48","13",NA,NA,71516,18823
"2520","WIRRAL",2013,NA,NA,NA,NA,669,"29","128","162","234","116","42","46","33","42","25","893.5","560.8",71110,18764
"2521","WIRRAL",2014,NA,NA,NA,NA,669,"24","106","168","261","110","30","39","40","67","25","922.9","605.1",71144,18862
"2522","WIRRAL",2015,NA,NA,NA,NA,676,"24","115","165","263","109","38","44","47","57","20","859.9","638.2",70821,18733
"2523","WIRRAL",2016,NA,NA,NA,NA,668,"23","103","154","277","111","35","52","38","63","6","748","674.5",70670,18602
"2524","WIRRAL",2017,NA,NA,NA,NA,767,"45","130","187","286","119","68","90","74","92","20","712.2","484.1",70405,18062
"2525","WIRRAL",2018,0,"NaN",3306,NA,834,"41","161","182","320","130","57","61","52","81","27","716.9","486",70058,17603
"2526","WIRRAL",2019,190,"630",6559,12.5019057783199,832,"34","142","191","326","139","46","37","38","63","24","740.2","636.8",69631,17171
"2527","WIRRAL",2020,570,"640",9671,12.5116327163685,811,"37","117","187","318","152","48","33","30","60","21","668","604.2",69267,16754
"2528","WIRRAL",2021,880,"620",12782,11.7352526991081,826,"29","120","189","332","156","38","38","38","47","20","606.8","460.7",68892,16233
"2529","WIRRAL",2022,1180,"590",16150,10.9597523219814,789,"17","104","180","340","148","25","21","42","61","26","651.9","495.5",69214,16150
"2530","WIRRAL",2023,1510,"540",19484,10.5214535003079,772,"21","105","166","312","168","30","46","34","62","44","645.8","511.2",69489,16009
"2531","WIRRAL",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"691.5","630.3",NA,NA
"2532","WOKINGHAM",2010,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533","WOKINGHAM",2011,NA,NA,NA,NA,72,"6","13","10","22","21","8","x","6","6","x",NA,NA,37539,10078
"2534","WOKINGHAM",2012,NA,NA,NA,NA,72,"x","12","13","26","19","x","x","x","14","7",NA,NA,37985,10237
"2535","WOKINGHAM",2013,NA,NA,NA,NA,86,"x","13","15","33","21","6","7","10","19","x","296.9","317.7",38393,10334
"2536","WOKINGHAM",2014,NA,NA,NA,NA,74,"x","13","6","38","15","x","x","x","8","x","252.4","389.8",38478,10244
"2537","WOKINGHAM",2015,NA,NA,NA,NA,74,"x","x","8","43","16","x","6","9","16","x","254.5","270.6",38874,10107
"2538","WOKINGHAM",2016,NA,NA,NA,NA,81,"x","9","x","38","27","x","8","x","11","10","256.3","305.4",39654,10110
"2539","WOKINGHAM",2017,NA,NA,NA,NA,75,"x","x","x","33","31","x","x","x","12","x","282.1","240.2",40224,9891
"2540","WOKINGHAM",2018,0,"60",1691,3.54819633353046,106,"7","10","14","39","36","8","9","16","21","12","344.1","358.2",40868,9727
